id_uniq;categoria;peso;altura;descricao
pk_0162;Peixe Dourado;15;0,6;Em época de desova, eles são vistos nadando em rios e cachoeiras em grandes grupos. São ótimos e belos nadadores. Se colocados em um grande aquário de vidros resistentes, irão quebrá-lo com a força de seu chifre para escapar. Quando o clima fica quente, eles formam grupos e nadam rio acima. Competem entre si para ver quem tem o chifre mais grosso e afiado. Suas nadadeiras ondulam elegantemente na água.
pk_0163;Peixe Dourado;39;1,3;Com o seu poderoso chifre, faz buracos nas pedras dos leitos dos rios para fazer o ninho de seus ovos. Ele dá a própria vida para defender seus ovos. No outono, seu corpo fica mais gordo ao se preparar para pedir um par. Ele assume belas cores. A coloração do macho é mais viva. Para atrair as fêmeas, os machos dançam no fundo do rio. As fêmeas se reúnem em torno do macho que dança com mais elegância.
pk_0164;Forma de Estrela;34,5;0,8;Mesmo que seus membros sejam cortados, Staryu conseguirá regenerá-los desde que a jóia no centro de seu corpo não tenha sido danificada. Quando está muito fraco, a jóia de Staryu começa a piscar. Se você visitar uma praia no final do verão, poderá ver grupos de Staryu piscando em um ritmo constante. Em muitos lugares, existem contos populares de poeira estelar caindo no oceano e se tornando Staryu.
pk_0165;Misterioso;80;1,1;Seu corpo se desenvolve num formato geometricamente simétrico. Ela se movimenta nas águas girando o corpo como uma hélice. A jóia no núcleo de seu corpo brilha nas sete cores do arco-íris. Pensa-se que seu núcleo brilhante recebe e transmite sinais enigmáticos. Sabe-se que causa dores de cabeça em quem se aproxima. Seu núcleo cintilante é chamado de “a joia do mar”. Existe um mercado de tráfico dessas joias.
pk_0166;Barreira;54,5;1,3;Ele cria paredes invisíveis vibrando os seus dedos minuciosamente para parar as moléculas no ar. Seus gestos de mímico acabam enganando os outros que pensam que não há nada no caminho. A largura de suas mãos pode não ser coincidência, muitos cientistas acreditam que suas palmas aumentaram especificamente para os seus números de pantomima.
pk_0167;Dançante;56,8;1,4;Seu talento é o sapateado. Ele também pode manipular temperaturas para criar um piso de gelo, que este pokémon pode usar como barreira. Ele pode irradiar frio da planta dos pés. Ele vai passar o dia inteiro sapateando em um chão congelado.
pk_0168;Louva-a-Deus;56;1,5;As foices afiadas em seus braços ficam ainda mais afiadas quando cortam objetos duros. Ele é tão rápido e veloz quanto um ninja. Ele se esconde pelo gramado pois a cor de seu corpo ajuda a camuflá-lo. Se você encontrar uma área em uma floresta onde muitas árvores foram cortadas, trata-se de um território de Scyther. Com um único corte, Scyther pode derrubar uma árvore enorme. Vivem em bandos treinando nas montanhas.
pk_0169;Forma Humana;40,6;1,4;Ela fala uma linguagem semelhante à dos seres humanos. No entanto, ela parece usar a dança para se comunicar. Ela rebola os quadris enquanto anda. Existem alguns músicos que compõem canções para Jynx cantar. Costuma ter vozes bonitas e delicadas. Alguns Jynx até reuniram uma base de fãs. Já foi temida e adorada como a Rainha do Gelo.
pk_0170;Elétrico;30;1,1;O corpo dele descarrega energia constante mente. Ao chegar perto dele, os cabelos de uma pessoa irão se arrepiar. Electabuzz gosta de se alimentar da energia de usinas de força, causando grandes apagões nas cidades. Com a chegada de uma tempestade, muitos deles se reunirão sob as árvores altas e ficarão sentados esperando que um raio caia. Ele balança os braços e gira para carregar eletricidade antes de desferir um soco.
pk_0171;Cuspidor de Fogo;44,5;1,3;Magmar não gosta de lugares frios, por isso, sopra um fogo abrasador para tornar o ambiente adequado para si. Quando respira profundamente, emana ondas de calor de seu corpo. Vive próximo às bocas de vulcões, seu corpo resiste a lava. Ele embebe seu corpo em magma para aliviar seu cansaço. Seu corpo queima a 1.200° C. Ele despacha sua presa com fogo, mas logo se arrepende quando percebe que torrou o que ia comer.
pk_0172;Besouro Lucano;55;1,5;Pinsir possui grandes chifres com espinhos. Com eles, agarra seus adversários como uma pinça e aperta-os. É forte o bastante para partir uma árvore. Também utiliza os chifres para cavar buracos onde dorme à noite. Julgam uns aos outros com base em suas pinças. Pinças mais grossas e impressionantes tornam-se mais populares com o sexo oposto. Embora seja resistente, não suporta bem o frio. Vive em lugares quentes.
pk_0173;Besouro Lucano;59;1,7;Banhadas na energia da mega evolução, suas asas se tornam estranhamente desenvolvidas. Com elas, pode voar em velocidade de aproximadamente 50 km/h. O Mega Pinsir vive num estado de constante excitação. Ele perfura os inimigos com seus dois grandes chifres antes de destruí-los. Com esses chifres, ele pode levantar um oponente 10 vezes mais pesado do que ele.
pk_0174;Touro Selvagem;88,4;1,4;É um pokémon de natureza violenta. Ele chicoteia a si mesmo usando seus três rabos para incentivá-lo a batalhar. Quando corre junto com a manada, não para até colidir com algo. Aquele com os chifres mais longos, grossos e marcados é o chefe do rebanho. Se não houver oponente para Tauros lutar, ele irá atacar árvores grossas e derrubá-las para se acalmar.
pk_0175;Peixe;10;0,9;Dizem que este é um dos pokémons mais fracos que existem. Seu golpe de respingar água é simplesmente inútil. Tem dificuldade mesmo para nadarm, sendo facilmente levado pela correnteza. Em raras ocasiões, consegue dar grandes saltos. Embora fraco e indefeso, é incrivelmente fértil. Existem em tantas multidões que você logo se cansará de vê-los. Graças ao seu forte controle da vida, a água suja não os incomoda em nada.
pk_0176;Atroz;235;6,5;"A energia da evolução estimulou fortemente suas células cerebrais, tornando-as muito ferozes. Uma vez que fique irado, não irá se acalmar até ter destruído tudo que estiver pelo seu caminho. Ele tem um instinto agressivo. É conhecido por ter incendiado cidades com seus raios. Existem algumas regiões onde é chamado de ""A Divindade da Destruição""."
pk_0177;Atroz;305;6,5;Com a mega evolução, o cérebro de Gyarados é afetado e ele se torna mais agressivo do que nunca, não tendo outra emoção a não ser seu instinto destrutivo. Ele solta água pelos orifícios em suas laterais, atingindo a superfície do mar em velocidade supersônica. Ele sai da água em altas velocidades, mesmo os grandes navios apanhados em seu caminho são divididos em dois!
pk_0178;Transporte;220;2,5;Adora atravessar os mares carregando pessoas e pokémons em suas costas. Lapras é capaz de entender a fala humana. Ele é gentil e tem o hábito de cantar graciosamente quando está de bom humor. Sua pele lisa é um pouco fria ao toque. Lapras já estiveram perto da extinção devido à caça ilegal. Seguindo os regulamentos de proteção, agora há uma superabundância deles. Possuem coração gentil e raramente lutam.
pk_0179;Transporte;;24;Mais de 5.000 pessoas podem viajar em sua concha ao mesmo tempo. E é um passeio muito confortável, sem o mais leve tremor ou balanço. Ele se envolve com um enorme anel de partículas de gelo acumuladas. Ele usa o anel para esmagar qualquer iceberg que possa impedir sua natação graciosa.
pk_0180;Transformação;4;0,3;Tem a capacidade de reconstituir sua estrutura celular para se transformar em qualquer coisa que esteja vendo. Se tentar se transformar em algo baseando-se no que tem na memória, acaba errando vários detalhes. Com sua surpreendente capacidade de metamorfose, pode conviver com qualquer coisa. Quando encontrar outro Ditto, ele se moverá mais rápido do que o normal para duplicar exatamente esse oponente.
pk_0181;Evolução;6,5;0,3;Por possuir uma composição genética irregular, Eevee pode evoluir seu corpo para as mais diversificadas formas, dependendo daquilo que o cerca. Por esta razão, consegue adaptar-se facilmente a qualquer tipo de ambiente. Até seu rosto começa a se parecer com o de seu treinador. A questão de por que apenas Eevee tem genes tão instáveis ainda não foi resolvida.
pk_0182;Evolução;;18;A energia Gigantamax aumentou a fofura do pelo em volta do pescoço de Eevee, tornando-se extremamente macio e exuberante. A pele envolverá um inimigo, capturando seu corpo e cativando sua mente. Qualquer adversário pego por este pelo é seduzido pelo Eevee e perde a vontade de lutar. Tendo ficado ainda mais amigável e mais inocente, Eevee tenta brincar com qualquer um, mas acaba esmagando os outros com seu corpo imenso.
pk_0183;Jato de Bolhas;29;1;Sua composição celular é semelhante às moléculas de água. Quando suas barbatanas começam a vibrar, é sinal que uma chuva está para cair. Ele pode fundir o seu corpo na água, ficando completamente invisível. Misturando-se com a água e apagando todos os sinais de sua presença, ele espera pacientemente por sua presa, os pokémons peixes. Quando está prestes a ser atacado por um inimigo invasor, ele mergulha na água para se esconder.
pk_0184;Relâmpago;24,5;0,8;Ele pode descarregar uma força de dez mil volts. Para tanto, acumula íons negativos na atmosfera. Os pelos de seu corpo são tão espetados quanto uma agulha afiada. Ele arruma sua pelugem com eletricidade. Quando seu pelo fica de pé, é um sinal de que está prestes a soltar uma descarga elétrica. Tome cuidado, pois às vezes um raio cai próximo a ele também. Seus pulmões contêm um órgão que cria eletricidade.
pk_0185;Chama;25;0,9;As chamas que ele dispara são tão quentes que podem chegar a mais de 1700ºC. Sua temperatura corporal ultrapassa os 800ºC. Ele armazena parte do ar que inala em sua bolsa de chama interna. Quando inspira profundamente, dispara as chamas. Ele afofa sua pelugem com a temperatura do corpo. Quando pega uma presa ou encontra frutas, ele sopra fogo sobre elas até que estejam bem passadas e então as engole.
pk_0186;Virtual;36,5;0,8;Este pokémon artificial foi criado por tecnologias científicas avançadas. No entanto, esta era uma ciência de ponta de 20 anos atrás, então muitas partes dele se tornaram obsoletas. Ele pode converter seu corpo em dados digitais, o que permite mover-se livremente no ciberespaço, sendo uma boa ferramenta para investigar dados suspeitos. Está programado apenas com emoções básicas e não precisa respirar para sobreviver.
pk_0187;Espiral;7,5;0,4;Este pokémon nadava pelos mares torcendo os seus 10 tentáculos desde os tempos antigos. Ele usa o ar armazenado em sua concha para emergir e submergir na água. Se atacado por um inimigo, ele se retira para dentro de sua concha dura. Eles são revividos de fósseis por cientistas. Seus fósseis já foram encontrados com mordidas de Archeops, seu predador. Como alguns Omanytes conseguem escapar após serem restaurados ou são soltos na natureza pelas pessoas, essa espécie está se tornando um problema.
pk_0188;Espiral;35;1;Acredita-se que este pokémon tenha se extinguido por sua concha espiral ter crescido muito e ficado pesado demais para suportar. Omastar não conseguia se mover muito rápido. Ele agarra suas vítimas com seus tentáculos e as tritura com seus dentes afiados. Seus dentes podem esmagar pedras, mas só consegue atacar a presa que estiver ao alcance de seus tentáculos. Aparentemente, é um ancestral distante de Octillery.
pk_0189;Crustáceo;11,5;0,5;Acredita-se que ele tenha habitado praias 300 milhões de anos atrás. Seu corpo é protegido por um duro casco. Ele também possui olhos nesse casco. Ele faz uma muda a cada 3 dias, tornando seus cascos cada vez mais duros. Já foram encontrados alguns exemplares de seu fóssil ainda vivos em alguns lugares. Eles permanecerem escondidos no fundo do oceano todo esse tempo.
pk_0190;Crustáceo;40,5;1,3;Kabutops eram agressivos que habitavam mares quentes. Estudos dizem que esse pokémon deixou os mares porque suas presas adaptaram-se a viver em terra firme. Ele ataca suas presas cortando-as com as lâminas de suas garras afiadas. Ele suga os fluidos da presa e descarta o resto, que era consumido por outros pokémons. Na água, ele encolhe os membros para se tornar mais compacto, depois balança o casco para nadar rápido.
pk_0191;Fóssil;59;1,8;O extinto pokémon percorria os céus na era dos dinossauros. Era feroz. Seus dentes se movem como uma serra ao mastigar. Conseguem rasgar até mesmo a pele de um pokémon tipo aço. Cientistas conseguem ressuscitá-lo a partir de um material genético de dinossauro extraído de um velho âmbar. Uma teoria amplamente aceita é que ele foi extinto devido ao impacto de um grande meteoro. Mesmo a tecnologia moderna é incapaz de produzir um espécime perfeitamente restaurado.
pk_0192;Fóssil;79;2,1;Parte de seu corpo virou pedra. Alguns estudiosos afirmam que esta é a aparência verdadeira de Aerodactyl. A mega evolução o deixa mais perverso do que nunca. Alguns dizem que é porque o excesso de poder está lhe causando dor. Ele vai atacar qualquer coisa que se mova. A Mega Evolução é um fardo em seu corpo, por isso está incrivelmente irritado. As rochas em seu corpo são afiadas e mais duras que o diamante.
pk_0193;Dorminhoco;460;2,1;Se torna muito preguiçoso quando está de estômago cheio. Sua barriga se torna elástica, fazendo pular qualquer coisa que cair sobre ela. Ele não fica satisfeito a menos que coma mais de 400 kg de comida todos os dias. Seu estômago pode digerir qualquer tipo de veneno. Uma comida mofada ou estragada não o afetará. Dorme por um longo período após comer bastante. Quando se propõe a fazer um esforço, ele exibe um poder incrível.
pk_0194;Dorminhoco;;35;A energia Gigantamax afetou sementes perdidas e até mesmo pequenas pedras que grudaram no corpo de Snorlax, fazendo-os crescer até um tamanho enorme. Sendo terrivelmente forte, este pokémon é do tamanho de uma montanha, e se move tanto quanto uma também.
pk_0195;Congelamento;55,4;1,7;Pode criar nevascas congelando a umidade do ar. Dizem que suas asas são feitas de gelo. O bater de suas asas esfria o ar. Como resultado, dizem que quando esse pokémon voa, começa a nevar. Com uma cauda longa e brilhante, sua forma de voar é magnífica. Ele aparece para pessoas perdidas em montanhas congeladas.
pk_0196;Cruel;50,9;1,7;Suas lâminas parecidas com penas são compostas de energia psíquica e podem cortar grossas chapas de ferro como se fossem papel. Conhecido como Articuno, este pokémon dispara raios que podem imobilizar os oponentes como se eles estivessem congelados. Apesar da sua personalidade fria e insensível, ele se move de maneira altamente refinada. Ele se mantém no ar através do uso constante dos seus poderes psíquicos, quase nunca batendo as asas. Ele luta utilizando intensos poderes psíquicos que atuam diretamente nas células dos seres vivos. Os raios de energia psíquica que dispara pelos olhos têm um efeito particularmente poderoso. Ao mínimo toque nesses raios, a vítima fica totalmente imobilizada, como se estivesse congelada. O pokémon acaba com os adversários imobilizados usando o poder psíquico condensado de suas asas.
pk_0197;Elétrico;52,6;1,6;É dito que este pokémon vive em nuvens de trovão. Nuvens negras de tempestade é o local perfeito para o seu ninho. Ele consegue controlar livremente os relâmpagos e a eletricidade. Dizem que quando Zapdos esfrega suas penas, um raio cai imediatamente depois. Ganha forças quando é atingido por um raio. Costuma soltar alguns estrondos enquanto voa.
pk_0198;Pernas Fortes;58,2;1,6;Quando suas penas se esfregam, elas produzem um som crepitante como o de eletricidade. É por isso que este pokémon se chama Zapdos. Um chute de suas pernas poderosas pulverizará um caminhão basculante. Supostamente, este pokémon corre pelas montanhas a mais de 290 km/h. Este pokémon beligerante e sedento de batalhas parece não resistir a desafiar pokémons que lhe parecem ser mais fortes que ele. Na batalha, este pokémon domina os oponentes com movimentos rápidos e chutes ferozes, utilizando as suas pernas naturalmente fortes. Quando desce penhascos e montanhas rochosas com movimentos ultrarrápidos em ziguezague, é dito que parece um relâmpago. Contudo, as suas asas parecem ter atrofiado e aparenta ter uma fraca capacidade para voar.
pk_0199;Chama;60;2;A aparição de Moltres indica a chegada da primavera. Quando bate suas asas flamejantes, elas brilham com um vermelho estonteante. Usa suas asas radiantes envoltas em chamas para iluminar caminhos para aqueles que se perderam nas montanhas. Quando ele é ferido, mergulha seu corpo no magma de um vulcão para queimar e curar o seu corpo. Atletas carregam uma tocha com sua chama em algumas Ligas Pokémon.
pk_0200;Malévolo;66;2;A aura sinistra em forma de chamas deste pokémon consumirá o espírito de qualquer criatura que atingir. As vítimas se tornam sombras apagadas de si mesmas. A aura sinistra que arde como fogo derretido em torno deste pokémon é o que inspirou o nome Moltres. Tem uma personalidade altiva e age com calma, segundo os seus próprios caprichos. Ele emana a energia que tem dentro do corpo através de uma aura semelhante a uma coluna de fogo devastadora, impedindo que pokémon comuns se aproximem. É especialmente hábil para atacar a mente dos adversários, abrindo totalmente as asas e libertando uma aura perversa. Os oponentes atingidos por estes ataques são tomados por um profundo cansaço, como se toda a sua energia tivesse sido queimada.
pk_0201;Dragão;3,3;1,8;"É conhecido como ""pokémon miragem"" pois poucos já o viram. Depois de uma luta de 10 horas, um pescador conseguiu fisgar um e confirmar sua existência. Ele troca de pele continuamente e fica cada vez maior. Ele faz isso porque sua energia vital aumenta constantemente, atingindo níveis incontroláveis. Dratini mora perto de corpos de água que fluem rapidamente. O pequeno caroço em sua testa é na verdade um chifre que ainda está aparecendo."
pk_0202;Dragão;16,5;4;Se o seu corpo adquire uma aura, o tempo muda instantaneamente. As jóias cristalinas que possui dão a ele o poder de controlar o clima. Por isso, é venerado pela população agrícola. Diz-se que vive em mares e lagos, mas também é visto voando. Quando envolvido por uma aura, Dragonair tem uma aparência mística. Alguns dizem que se você o vir no início do ano, voando pelo céu e retorcendo o corpo, terá saúde o ano todo.
pk_0203;Dragão;210;2,2;"É conhecido como ""A Encarnação do Mar"". Ele constrói sua casa em algum lugar do oceano. O formato de seu corpo permite que consiga voar tranquilamente sobre mares agitados. É um pokémon de bom coração. Se avistar alguém se afogando, irá ajudar. Ele ajuda os navios a encontrar terra firme em tempestades. Dizem que existe uma ilha remota, um paraíso ocupado exclusivamente por Dragonite. Ele é capaz de dar a volta ao mundo em 16 horas."
pk_0204;Genético;122;2;Um pokémon que foi clonado geneticamente de Mew. Foi criado por um cientista após experimentos de processamento de genes e engenharia de DNA. O poder científico dos humanos não conseguiu dar a ele um coração compassivo. Seu coração é selvagem e seu poder é avassalador. Geralmente ele permanece imóvel para conservar sua energia, de forma que possa liberar seu poder total em batalha.
pk_0205;Genético;127;2,3;O Mega Mewtwo X é um pokémon ainda maior que Mewtwo, com grandes músculos nos braços e pernas. O poder psíquico aumentou seus músculos. Tem uma força de preensão de uma tonelada e pode correr cem metros em dois segundos! É habilidoso tanto para golpes físicos quanto para golpes especiais.
pk_0206;Genético;33;1,5;Com esta mega evolução, os poderes ocultos de Mewtwo são despertados. O seu corpo aerodinâmico parece sempre estar flutuando no ar. Apesar de seu tamanho diminuído, seu poder mental cresceu fenomenalmente. Com um simples pensamento, pode destruir um arranha-céu em pedacinhos.
pk_0207;Nova Espécie;4;0,4;Se mostra apenas para pessoas de coração puro. Seu DNA contém códigos genéticos de todos os pokémons. Como é capaz de aprender qualquer tipo de golpe, muitos cientistas acreditam que ele é o antepassado de todos os pokémons. Muitos acreditam estar extinto, mas avistamentos dele ainda estão sendo relatados até hoje. Ele é capaz de se tornar invisível à vontade, então evita ser notado quando as pessoas se aproximam.
pk_0208;Folha;6,4;0,9;Utiliza a folha de sua cabeça para determinar a temperatura e a umidade do ambiente. Essa folha é capaz de exalar uma doce fragrância. É dócil e gosta de tomar sol. Na batalha, Chikorita balança sua folha para manter o inimigo à distância. No entanto, uma fragrância doce também flui da folha, acalmando o pokémon em batalha e criando uma atmosfera amigável e aconchegante ao redor.
pk_0209;Folha;15,8;1,2;As folhas de seu pescoço emanam um aroma picante que serve como um estimulante para restauração de energia. Treinadores que aspiram esse cheiro têm vontade de batalhar. Bayleef é rodeado por folhas enroladas. Dentro de cada folha tubular há um pequeno rebento de uma árvore. A fragrância deixa as pessoas animadas.
pk_0210;Erva;100,5;1,8;Possui um hálito capaz de reviver flores e plantas mortas. Isso pode torná-las saudáveis novamente. As pétalas em torno do pescoço de Meganium contém uma substância capaz de acalmar sentimentos agressivos. Em batalha, este pokémon exala mais de seu cheiro de calmante para atenuar o espírito de luta do inimigo.
pk_0211;Rato de Fogo;7,9;0,5;Ele é um pokémon naturalmente tímido, sempre se enrola como uma bola. Quando está assustado, surpreso ou nervoso, as chamas de suas costas queimam mais intensamente. As chamas são vigorosas se Cyndaquil estiver com raiva. No entanto, se estiver cansado, as chamas crepitam de forma constante com combustão incompleta.
pk_0212;Vulcão;19;0,9;Ele intimida adversários com o calor de suas chamas. O fogo queima-se mais fortemente quando se prepara para lutar. Sua pele é não inflamável. Ele pode resistir a qualquer tipo de ataque de fogo. Ele vira as costas para seu oponente para demonstrar quão ferozmente seu fogo arde. Ele aplica sua agilidade excepcional para evitar ataques, mesmo enquanto queima os inimigos com chamas.
pk_0213;Vulcão;79,5;1,7;Ele ataca usando rajadas de fogo. Quando muito irado, seu corpo fica tão quente que é capaz de fazer entrar em chamas quem o toca. É capaz de criar fortes ondas de calor e erupções com a pele de suas costas. Quando o calor de seu corpo faz com que o ar ao redor cintile, é um sinal de que está pronto para a batalha. Pode criar cria rajadas explosivas que transformam tudo em cinzas.
pk_0214;Mandíbula Grande;9,5;0,6;Tem o hábito de morder qualquer coisa com suas mandíbulas desenvolvidas. Até mesmo seu treinador precisa ser cuidadoso. Não hesitará em dar uma mordida em qualquer coisa que se mova. Embora ele possa pensar que está apenas beliscando de brincadeira, sua mordida tem força suficiente para causar ferimentos graves.
pk_0215;Mandíbula Grande;25;1,1;Uma vez que ele morde, não se entregará tão fácil até que tenha perdido seus dentes. Dentes novos crescem rapidamente no lugar. As pontas de seus dentes são inclinadas para trás. Assim que a boca se fecha, a presa não tem esperança de escapar. Sua arcada dentária possui 48 dentes.
pk_0216;Mandíbula Grande;88,8;2,3;Ele geralmente se locomove lentamente, mas vai a uma grande velocidade quando ataca e morde uma presa. Quando morde com suas mandíbulas enormes e poderosas, ele balança a cabeça e rasga selvagemente sua vítima. É difícil para ele suportar seu próprio peso fora da água, então ele fica de quatro.
pk_0217;Escoteiro;6;0,8;Ele se ergue apoiando-se em sua cauda para avistar lugares distantes. É muito cauteloso. Quando avista um inimigo, grita bem alto e bate no chão com a cauda para alertar os outros de sua espécie. Sentret só dorme quando outro fica de guarda. A sentinela acorda os outros ao primeiro sinal de perigo. Quando é separado de seu bando, ele se torna incapaz de dormir devido ao medo.
pk_0218;Corpo Longo;32,5;1,8;As mães enrolam-se em torno de seus filhotes quando vão colocá-los para dormir. Apesar das curtas patas, são ótimos corredores. São capazes de passar por becos estreitos para fugir de seus predadores. Faz um ninho que se adeque ao seu corpo fino e magro, tornando impossível para outros pokémons entrarem. Não há como dizer onde começa a sua cauda.
pk_0219;Coruja;21,2;0,7;É capaz de marcar o tempo com precisão. Tem um órgão interno que detecta e rastreia a rotação da Terra. Começa a piar na mesma hora todos os dias. Geralmente andam apoiados em apenas um pé, escondendo o outro em suas penas. Eles trocam de pé tão rapidamente que raramente é visto.
pk_0220;Coruja;40,8;1,6;"Seus olhos são especialmente desenvolvidos para lhe permitir ver claramente, ainda que esteja num local muito escuro. Quando está pensando, pode girar sua cabeça num ângulo de 180º, ampliando o seu poder intelectual. Suas penas extremamente macias não fazem nenhum som durante o vôo. Ele se aproxima silenciosamente da presa sem ser detectado. Alguns até o chamam de ""O Imperador das Noites Escuras""."
pk_0221;Cinco Estrelas;10,8;1;É tão tímido que fica incapaz de se mover quando não está junto ao seu enxame. Nos tempos frios, Ledybas de vários lugares de reúnem para manterem-se aquecidos. O fluido secretado por seus pés indica sua localização, assim se comunicam uns com os outros. Ele transmite seus sentimentos com perfume. Quando estão com raiva, seu odor cheira azedo. As manchas em suas costas difere ligeiramente de um para o outro.
pk_0222;Cinco Estrelas;35,6;1,4;Eles usam a luz das estrelas como energia. Quanto mais estrelas no céu, maiores são as manchas de suas costas. Ele voa pelo céu noturno, espalhando um pó brilhante. Na batalha, ele dá socos com os quatro braços. O poder de cada golpe individual é insignificante, então o objetivo é vencer pela quantidade e não pela qualidade. Durante o dia, quando fica quente, ele se enrola dentro de uma grande folha e cai em um sono profundo.
pk_0223;Cuspidor de Fios;8,5;0,5;Ele constrói uma forte teia de aranha que usa como armadilha para as suas presas. Pode ficar imóvel por dias, esperando sua comida chegar. Pode determinar que tipo de presa está tocando sua teia apenas pelas pequenas vibrações que sente através dos fios da teia. Suas teias são robustas que não se quebram mesmo se você colocar uma pedra nelas. Alguns pescadores tecem seu fio resistente em redes para capturar pokémons peixes.
pk_0224;Perna Longa;33,5;1,1;Uma única teia sai de sua retaguarda capaz se aguentá-lo pendurado em um galho. A teia pode trazê-lo rapidamente de volta a seu ninho. Em vez de fazer um ninho em um local específico, ele vagueia em busca de comida após o cair da noite. Também pode tecer pela boca. Algumas pessoas usam os fios dos Ariados para a sua própria tecelagem. O tecido resultante é popular por sua resistência.
pk_0225;Morcego;75;1,8;A transformação de suas pernas num segundo par de asas melhorou o seu vôo, deixando-o mais rápido, porém ficou desajeitado para pousar. Não consegue se mover bem no chão. Tudo o que pode fazer é rastejar. Bate as asas tão silenciosamente que é difícil perceber quando está se aproximando. Ele morde sua presa antes que perceba e, em um piscar de olhos, drena seu sangue.
pk_0226;Pescador;12;0,5;Pode descarregar cargas positivas e negativas de eletricidade das suas antenas. No fundo do oceano, onde é muito escuro, comunica-se piscando as luzes de suas antenas. Suas duas antenas eram originalmente barbatanas. Suas duas antenas brilham suavemente para atrair a presa, tornando-o um pokémon útil para a pesca noturna.
pk_0227;Luz;22,5;1,2;"Ele cega suas presas com um grande clarão de luz, usando o momento em que ficam deslumbradas para engoli-las inteiras. Por luminar o oceano com uma luz intensa, é conhecido como ""A Estrela do Mar Profundo"". A luz que ele emite é tão forte que pode iluminar a superfície do mar a uma profundidade de mais de 5 km. Ele produz luz causando uma reação química entre as bactérias e seus fluidos corporais dentro da antena."
pk_0228;Mini Rato;2;0,3;As bolsas elétricas em suas bochechas ainda são pequenas. Não possui controle para armazenar sua eletricidade. Pode acabar descarregando energia sem querer quando surpreendido, eletrocutando a si mesmo no processo. Ele brinca com os outros tocando caudas e soltando faíscas. Este parece ser um teste de coragem. Pichu se carrega de eletricidade mais facilmente em dias com nuvens de tempestade ou quando o ar está muito seco.
pk_0229;Forma de Estrela;3;0,3;Muitas vezes, é visto quando o céu está repleto de estrelas cadentes. Por causa de sua silhueta ser no formato de estrela, pessoas acreditam que Cleffas vieram à Terra em meteoros ou estrelas cadentes. Quando numerosos meteoros iluminam o céu noturno, as aparições de Cleffa aumentam estranhamente. Em noites com muitas estrelas cadentes, eles se reúnem em bandos e dançam em círculos. Eles desaparecem com o nascer do sol.
pk_0230;Balão;1;0,3;Possui um corpo bem flexível. Uma vez que comece a pular, torna-se difícil de pará-lo. Em vez de andar com suas pernas curtas, ele se move saltando sobre seu corpo macio. Gosta de cantar, mas ainda não é bom nisso. Suas cordas vocais ainda não são completamente desenvolvidas, cantar pode ser prejudicial a sua garganta. Ele gargareja com água doce de um riacho limpo. Seu corpo semelhante a marshmallow exala um leve cheiro adocicado.
pk_0231;Bola Espinho;1,5;0,3;Diz um ditado que a felicidade virá a todo aquele que conseguir fazer um Togepi dormir a seus pés. Dizem que ele armazena em seu casco sentimentos de alegria. Compartilha felicidade e boa sorte com pessoas de bom coração. É considerado um símbolo de boa sorte. Togepi usa as emoções positivas de compaixão e prazer exaladas por pessoas e pokémons como sua energia.
pk_0232;Felicidade;3,2;0,6;"Este pokémon viaja ao redor do mundo em busca de pessoas de bom coração para compartilhar sua felicidade. Fica desanimado se não estiver com pessoas amáveis. Dizem que aparece na frente de pessoas bondosas para espalhar um brilho chamado ""pó da alegria"". Quando localiza alguém de coração puro, compartilha sua felicidade com essa pessoa. Consegue manter-se parado no ar sem bater as asas."
pk_0233;Mini Pássaro;2;0,2;Geralmente procura alimento no chão, mas também é visto procurando em algumas plantas. É capaz de comer vermes de cactos sem se machucar com os espinhos. Como suas asas não são muito desenvolvidas, precisa pular para se locomover. Está sempre olhando para alguma coisa. O olhar em seus olhos dá a impressão de que ele está te observando com atenção. Se você se aproximar, Natu vai pular para longe.
pk_0234;Místico;15;1,5;Esse estranho pokémon é capaz de ver o passado com seu olho esquerdo e o futuro com seu olho direito. Muitos acreditam que Xatus são mensageiros de outro planeta. Assim que começar a meditar ao nascer do sol, o dia inteiro passará antes que ele se mova novamente. As pessoas acreditam que ele passa o dia imóvel por medo das coisas terríveis que ele previu no futuro. Não é poderoso o bastante para mudar o futuro que viu.
pk_0235;Lã;7,8;0,6;Quando a lã de seu corpo acumula muita eletricidade estática, pode se encher, dobrando o seu tamanho. No verão, perde toda a sua lã, que cresce novamente dentro de uma semana. Armazena muito ar em sua pele macia, permitindo que fique fresco no verão e quente no inverno. Roupas feitas de lã da Mareep são facilmente carregadas com eletricidade estática, então um processo especial é usado nela.
pk_0236;Lã;13,3;0,8;Nos lugares de seu corpo onde a lã não cresce, sua pele é de borracha e não conduz eletricidade. Esses pontos são seguros para tocar. Sua pele de borracha não permite que seja eletrocutado. Sua lã macia pode armazenar facilmente eletricidade. Por armazenar muita eletricidade, há partes no seu corpo onde não nasce nenhuma lã. Se sua pelagem ficar totalmente carregada de eletricidade, sua cauda acende.
pk_0237;Luz;61,5;1,4;A luz na ponta de sua cauda pode ser vista de longe na superfície do oceano. Ele tem sido usado por muitos como um farol, sendo apreciado por marinheiros. Antigamente, as pessoas mandavam sinais com a luz de sua cauda. A luz de sua cauda pode ser vista do espaço. É por isso que você sempre pode dizer exatamente onde eleestá. É por isso também que geralmente mantém a luz apagada.
